split,image_id,source_relative_path,prepared_name,annotation_id,class_id,class,coco_bbox_xywh,yolo_xc_yc_w_h,image_width,image_height,relative_area,size_bucket,clipped
train,75,batch_1/000062.JPG,batch_1_000062.JPG,176,3,can,"870.00,673.00,620.00,386.00","0.482026,0.265319,0.253268,0.118260",2448,3264,0.02995142,small,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,177,3,can,"1447.00,829.00,603.00,661.00","0.714257,0.355239,0.246324,0.202512",2448,3264,0.04988353,small,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,178,1,bottle,"657.00,1036.00,835.00,361.00","0.438930,0.372702,0.341095,0.110600",2448,3264,0.03772525,small,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,180,0,bag_wrapper,"0.00,2135.00,440.00,745.00","0.089869,0.768229,0.179739,0.228248",2448,3264,0.04102489,small,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,181,0,bag_wrapper,"1963.00,405.00,81.00,47.00","0.818423,0.131281,0.033088,0.014400",2448,3264,0.00047645,tiny,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,182,0,bag_wrapper,"524.00,1487.00,878.00,1427.00","0.393382,0.674173,0.358660,0.437194",2448,3264,0.15680392,medium,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,183,0,bag_wrapper,"625.00,2233.00,403.00,461.00","0.337623,0.754749,0.164624,0.141238",2448,3264,0.02325115,small,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,184,0,bag_wrapper,"1904.00,49.00,180.00,148.00","0.814542,0.037684,0.073529,0.045343",2448,3264,0.00333405,tiny,False
train,75,batch_1/000062.JPG,batch_1_000062.JPG,188,2,bottle_cap,"657.00,1217.00,80.00,160.00","0.284722,0.397365,0.032680,0.049020",2448,3264,0.00160195,tiny,False
train,76,batch_1/000098.JPG,batch_1_000098.JPG,189,1,bottle,"571.00,985.00,447.00,814.00","0.324551,0.426471,0.182598,0.249387",2448,3264,0.04553762,small,False
train,76,batch_1/000098.JPG,batch_1_000098.JPG,190,0,bag_wrapper,"1751.00,2342.00,174.00,90.00","0.750817,0.731311,0.071078,0.027574",2448,3264,0.00195988,tiny,False
train,76,batch_1/000098.JPG,batch_1_000098.JPG,191,2,bottle_cap,"1998.00,1730.00,85.00,67.00","0.833538,0.540288,0.034722,0.020527",2448,3264,0.00071274,tiny,False
train,76,batch_1/000098.JPG,batch_1_000098.JPG,192,2,bottle_cap,"797.00,985.00,96.00,53.00","0.345180,0.309896,0.039216,0.016238",2448,3264,0.00063677,tiny,False
train,78,batch_1/000064.JPG,batch_1_000064.JPG,196,6,cup,"913.00,1077.00,606.00,591.00","0.496732,0.420496,0.247549,0.181066",2448,3264,0.04482275,small,False
train,79,batch_1/000100.JPG,batch_1_000100.JPG,197,6,cup,"930.00,615.00,706.00,709.00","0.524101,0.297028,0.288399,0.217218",2448,3264,0.06264543,medium,False
val,80,batch_1/000101.JPG,batch_1_000101.JPG,198,7,straw,"1040.00,59.00,910.00,2252.00","0.610703,0.363051,0.371732,0.689951",2448,3264,0.25647688,large,False
val,80,batch_1/000101.JPG,batch_1_000101.JPG,199,6,cup,"439.00,1055.00,1445.00,1373.00","0.474469,0.533548,0.590278,0.420650",2448,3264,0.24830006,large,False
train,81,batch_1/000102.JPG,batch_1_000102.JPG,200,4,carton,"812.00,1171.00,1204.00,825.00","0.577614,0.485141,0.491830,0.252757",2448,3264,0.12431367,medium,False
train,81,batch_1/000102.JPG,batch_1_000102.JPG,201,4,carton,"955.00,340.00,1040.00,878.00","0.602533,0.238664,0.424837,0.268995",2448,3264,0.11427896,medium,False
train,81,batch_1/000102.JPG,batch_1_000102.JPG,202,4,carton,"1824.00,720.00,610.00,818.00","0.869690,0.345895,0.249183,0.250613",2448,3264,0.06244844,medium,False
train,82,batch_1/000104.JPG,batch_1_000104.JPG,208,3,can,"734.00,1236.00,1192.00,1153.00","0.407475,0.740400,0.365196,0.470997",3264,2448,0.17200616,medium,False
train,82,batch_1/000104.JPG,batch_1_000104.JPG,209,2,bottle_cap,"2245.00,1878.00,284.00,270.00","0.731311,0.822304,0.087010,0.110294",3264,2448,0.00959667,tiny,False
train,82,batch_1/000104.JPG,batch_1_000104.JPG,210,2,bottle_cap,"2493.00,1045.00,260.00,184.00","0.803615,0.464461,0.079657,0.075163",3264,2448,0.00598728,tiny,False
train,83,batch_1/000105.JPG,batch_1_000105.JPG,213,0,bag_wrapper,"848.00,1113.00,1099.00,1418.00","0.570874,0.558211,0.448938,0.434436",2448,3264,0.19503491,medium,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,214,4,carton,"1105.00,827.00,756.00,295.00","0.605801,0.298560,0.308824,0.090380",2448,3264,0.02791144,small,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,215,4,carton,"760.00,1661.00,523.00,195.00","0.417279,0.538756,0.213644,0.059743",2448,3264,0.01276365,small,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,216,4,carton,"951.00,2782.00,299.00,422.00","0.449551,0.916973,0.122141,0.129289",2448,3264,0.01579145,small,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,217,1,bottle,"1680.00,2500.00,278.00,682.00","0.743056,0.870404,0.113562,0.208946",2448,3264,0.02372835,small,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,218,1,bottle,"2030.00,2438.00,417.00,635.00","0.914420,0.844210,0.170343,0.194547",2448,3264,0.03313967,small,False
train,84,batch_1/000106.JPG,batch_1_000106.JPG,219,2,bottle_cap,"2112.00,2439.00,336.00,229.00","0.931373,0.782322,0.137255,0.070159",2448,3264,0.00962971,tiny,False
train,85,batch_1/000107.JPG,batch_1_000107.JPG,220,3,can,"2039.00,1606.00,360.00,536.00","0.906454,0.574142,0.147059,0.164216",2448,3264,0.02414937,small,False
train,85,batch_1/000107.JPG,batch_1_000107.JPG,221,0,bag_wrapper,"1909.00,544.00,200.00,268.00","0.820670,0.207721,0.081699,0.082108",2448,3264,0.00670816,tiny,False
train,85,batch_1/000107.JPG,batch_1_000107.JPG,222,0,bag_wrapper,"2061.00,501.00,189.00,286.00","0.880515,0.197304,0.077206,0.087623",2448,3264,0.00676498,tiny,False
train,85,batch_1/000107.JPG,batch_1_000107.JPG,223,0,bag_wrapper,"2153.00,413.00,192.00,277.00","0.918709,0.168964,0.078431,0.084865",2448,3264,0.00665609,tiny,False
train,86,batch_1/000108.JPG,batch_1_000108.JPG,304,5,cigarette,"1296.00,1512.00,84.00,116.00","0.546569,0.481005,0.034314,0.035539",2448,3264,0.00121948,tiny,False
test,87,batch_1/000110.JPG,batch_1_000110.JPG,226,0,bag_wrapper,"676.00,546.00,212.00,292.00","0.319444,0.212010,0.086601,0.089461",2448,3264,0.00774742,tiny,False
test,87,batch_1/000110.JPG,batch_1_000110.JPG,227,3,can,"779.00,2933.00,240.00,116.00","0.367239,0.916360,0.098039,0.035539",2448,3264,0.00348424,tiny,False
test,88,batch_1/000111.JPG,batch_1_000111.JPG,228,3,can,"844.00,2332.00,257.00,296.00","0.397263,0.759804,0.104984,0.090686",2448,3264,0.00952058,tiny,False
test,88,batch_1/000111.JPG,batch_1_000111.JPG,229,3,can,"434.00,1871.00,187.00,281.00","0.215482,0.616268,0.076389,0.086091",2448,3264,0.00657637,tiny,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,231,4,carton,"1523.00,1057.00,564.00,539.00","0.553002,0.541871,0.172794,0.220180",3264,2448,0.03804576,small,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,232,1,bottle,"361.00,520.00,698.00,331.00","0.217525,0.280025,0.213848,0.135212",3264,2448,0.02891491,small,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,233,2,bottle_cap,"993.00,520.00,65.00,97.00","0.314185,0.232230,0.019914,0.039624",3264,2448,0.00078908,tiny,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,234,3,can,"2278.00,759.00,457.00,213.00","0.767923,0.353554,0.140012,0.087010",3264,2448,0.01218244,small,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,305,5,cigarette,"474.00,496.00,90.00,44.00","0.159007,0.211601,0.027574,0.017974",3264,2448,0.0004956,tiny,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,306,5,cigarette,"898.00,346.00,38.00,18.00","0.280944,0.145016,0.011642,0.007353",3264,2448,8.56e-05,tiny,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,307,5,cigarette,"248.00,84.00,64.00,28.00","0.085784,0.040033,0.019608,0.011438",3264,2448,0.00022427,tiny,False
train,89,batch_1/000115.JPG,batch_1_000115.JPG,308,5,cigarette,"700.00,1560.00,58.00,34.00","0.223346,0.644199,0.017770,0.013889",3264,2448,0.0002468,tiny,False
train,90,batch_1/000117.JPG,batch_1_000117.JPG,239,6,cup,"1555.00,799.00,395.00,502.00","0.715891,0.321691,0.161356,0.153799",2448,3264,0.02481643,small,False
val,91,batch_1/000118.JPG,batch_1_000118.JPG,243,0,bag_wrapper,"831.00,1289.00,348.00,251.00","0.410539,0.433364,0.142157,0.076900",2448,3264,0.01093179,small,False
train,93,batch_1/000120.JPG,batch_1_000120.JPG,245,0,bag_wrapper,"593.00,1208.00,1311.00,856.00","0.510008,0.501225,0.535539,0.262255",2448,3264,0.14044778,medium,False
train,93,batch_1/000120.JPG,batch_1_000120.JPG,309,5,cigarette,"1822.00,1026.00,34.00,44.00","0.751225,0.321078,0.013889,0.013480",2448,3264,0.00018723,tiny,False
train,94,batch_1/000121.JPG,batch_1_000121.JPG,246,2,bottle_cap,"728.00,2087.00,192.00,204.00","0.336601,0.670650,0.078431,0.062500",2448,3264,0.00490196,tiny,False
train,94,batch_1/000121.JPG,batch_1_000121.JPG,247,2,bottle_cap,"1050.00,1243.00,167.00,119.00","0.463031,0.399050,0.068219,0.036458",2448,3264,0.00248715,tiny,False
val,95,batch_1/000122.JPG,batch_1_000122.JPG,248,2,bottle_cap,"654.00,1783.00,126.00,114.00","0.292892,0.563725,0.051471,0.034926",2448,3264,0.00179769,tiny,False
train,96,batch_1/000004.jpg,batch_1_000004.jpg,249,3,can,"649.00,55.00,93.00,88.00","0.560435,0.131824,0.074940,0.117177",1241,751,0.0087812,tiny,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,253,3,can,"1.00,1727.00,849.00,1217.00","0.173815,0.715533,0.346814,0.372855",2448,3264,0.12931137,medium,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,254,3,can,"768.00,1254.00,962.00,675.00","0.510212,0.487592,0.392974,0.206801",2448,3264,0.08126757,medium,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,255,0,bag_wrapper,"0.00,702.00,877.00,1401.00","0.179126,0.429688,0.358252,0.429228",2448,3264,0.15377161,medium,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,256,0,bag_wrapper,"200.00,1601.00,2248.00,1663.00","0.540850,0.745251,0.918301,0.509498",2448,3264,0.46787193,large,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,257,0,bag_wrapper,"1.00,0.00,2447.00,1097.00","0.500204,0.168045,0.999592,0.336091",2448,3264,0.33595339,large,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,258,4,carton,"661.00,97.00,1787.00,1212.00","0.635008,0.215380,0.729984,0.371324",2448,3264,0.27106011,large,False
train,98,batch_1/000127.JPG,batch_1_000127.JPG,259,4,carton,"1711.00,1285.00,736.00,958.00","0.849265,0.540441,0.300654,0.293505",2448,3264,0.0882433,medium,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,263,4,carton,"0.00,0.00,1528.00,1687.00","0.312092,0.258425,0.624183,0.516850",2448,3264,0.32260929,large,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,264,4,carton,"52.00,71.00,758.00,654.00","0.176062,0.121936,0.309641,0.200368",2448,3264,0.06204194,medium,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,265,4,carton,"0.00,1093.00,1936.00,1756.00","0.395425,0.603860,0.790850,0.537990",2448,3264,0.42546937,large,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,266,3,can,"1102.00,861.00,611.00,339.00","0.574959,0.315717,0.249592,0.103860",2448,3264,0.02592265,small,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,267,3,can,"1505.00,401.00,543.00,567.00","0.725694,0.209712,0.221814,0.173713",2448,3264,0.03853198,small,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,268,3,can,"1850.00,1007.00,598.00,531.00","0.877859,0.389859,0.244281,0.162684",2448,3264,0.03974057,small,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,269,4,carton,"1694.00,727.00,602.00,538.00","0.814951,0.305147,0.245915,0.164828",2448,3264,0.04053379,small,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,271,1,bottle,"954.00,1582.00,1492.00,1290.00","0.694444,0.682292,0.609477,0.395221",2448,3264,0.24087791,large,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,272,2,bottle_cap,"953.00,2663.00,173.00,211.00","0.424632,0.848192,0.070670,0.064645",2448,3264,0.00456843,tiny,False
train,99,batch_1/000128.JPG,batch_1_000128.JPG,273,0,bag_wrapper,"0.00,2601.00,868.00,617.00","0.177288,0.891391,0.354575,0.189032",2448,3264,0.067026,medium,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,276,4,carton,"0.00,1139.00,2394.00,1963.00","0.488971,0.649663,0.977941,0.601409",2448,3264,0.58814293,large,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,277,3,can,"618.00,1224.00,249.00,242.00","0.303309,0.412071,0.101716,0.074142",2448,3264,0.00754142,tiny,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,278,4,carton,"984.00,901.00,440.00,633.00","0.491830,0.373009,0.179739,0.193934",2448,3264,0.03485739,small,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,279,4,carton,"1014.00,805.00,447.00,362.00","0.505515,0.302083,0.182598,0.110907",2448,3264,0.02025138,small,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,280,4,carton,"1196.00,549.00,262.00,276.00","0.542075,0.210478,0.107026,0.084559",2448,3264,0.00905,tiny,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,281,4,carton,"1479.00,772.00,596.00,328.00","0.725899,0.286765,0.243464,0.100490",2448,3264,0.02446575,small,False
train,100,batch_1/000129.JPG,batch_1_000129.JPG,282,4,carton,"335.00,641.00,620.00,511.00","0.263480,0.274663,0.253268,0.156556",2448,3264,0.03965072,small,False
train,101,batch_10/000000.jpg,batch_10_000000.jpg,309,1,bottle,"1370.00,1291.00,380.00,150.00","0.855263,0.341500,0.208333,0.037500",1824,4000,0.0078125,tiny,False
train,102,batch_10/000001.jpg,batch_10_000001.jpg,310,1,bottle,"247.00,101.05,458.00,398.00","0.119000,0.164500,0.114500,0.218202",4000,1824,0.0249841,small,False
train,102,batch_10/000001.jpg,batch_10_000001.jpg,311,2,bottle_cap,"247.00,427.05,77.00,70.00","0.071375,0.253316,0.019250,0.038377",4000,1824,0.00073876,tiny,False
train,102,batch_10/000001.jpg,batch_10_000001.jpg,317,1,bottle,"2577.10,423.05,168.00,139.00","0.665274,0.270037,0.042000,0.076206",4000,1824,0.00320066,tiny,False
train,103,batch_10/000002.jpg,batch_10_000002.jpg,325,1,bottle,"1224.00,994.00,406.00,200.00","0.356750,0.599781,0.101500,0.109649",4000,1824,0.01112939,small,False
train,103,batch_10/000002.jpg,batch_10_000002.jpg,326,2,bottle_cap,"1224.00,1159.00,33.00,37.00","0.310125,0.645559,0.008250,0.020285",4000,1824,0.00016735,tiny,False
train,103,batch_10/000002.jpg,batch_10_000002.jpg,328,0,bag_wrapper,"7.00,689.00,102.00,82.00","0.014500,0.400219,0.025500,0.044956",4000,1824,0.00114638,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,329,0,bag_wrapper,"1.00,239.00,98.00,84.00","0.012500,0.154057,0.024500,0.046053",4000,1824,0.00112829,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,330,1,bottle,"516.00,377.00,248.00,178.00","0.160000,0.255482,0.062000,0.097588",4000,1824,0.00605044,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,331,1,bottle,"665.00,313.00,245.00,191.00","0.196875,0.223958,0.061250,0.104715",4000,1824,0.00641379,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,332,0,bag_wrapper,"488.00,340.00,138.00,88.00","0.139250,0.210526,0.034500,0.048246",4000,1824,0.00166447,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,333,0,bag_wrapper,"399.00,156.00,78.00,70.00","0.109500,0.104715,0.019500,0.038377",4000,1824,0.00074836,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,334,0,bag_wrapper,"749.00,607.00,66.00,69.00","0.195500,0.351700,0.016500,0.037829",4000,1824,0.00062418,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,335,6,cup,"1130.00,839.00,100.00,101.00","0.295000,0.487664,0.025000,0.055373",4000,1824,0.00138432,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,337,0,bag_wrapper,"2104.00,355.00,299.00,118.00","0.563375,0.226974,0.074750,0.064693",4000,1824,0.0048358,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,338,0,bag_wrapper,"2042.00,585.00,287.00,145.00","0.546375,0.360471,0.071750,0.079496",4000,1824,0.00570381,tiny,False
train,104,batch_10/000003.jpg,batch_10_000003.jpg,339,0,bag_wrapper,"2902.00,234.00,200.00,211.00","0.750500,0.186129,0.050000,0.115680",4000,1824,0.00578399,tiny,False
val,105,batch_10/000004.jpg,batch_10_000004.jpg,343,0,bag_wrapper,"549.00,2217.00,149.00,184.00","0.341831,0.577250,0.081689,0.046000",1824,4000,0.00375768,tiny,False
val,105,batch_10/000004.jpg,batch_10_000004.jpg,344,0,bag_wrapper,"959.00,2301.00,487.00,269.00","0.659265,0.608875,0.266996,0.067250",1824,4000,0.01795546,small,False
val,105,batch_10/000004.jpg,batch_10_000004.jpg,347,0,bag_wrapper,"1657.00,3383.00,121.00,89.00","0.941612,0.856875,0.066338,0.022250",1824,4000,0.00147601,tiny,False
val,105,batch_10/000004.jpg,batch_10_000004.jpg,352,0,bag_wrapper,"1344.00,1858.00,88.00,75.00","0.760965,0.473875,0.048246,0.018750",1824,4000,0.00090461,tiny,False
train,106,batch_10/000005.jpg,batch_10_000005.jpg,356,0,bag_wrapper,"1089.00,1551.00,440.00,561.00","0.717654,0.457875,0.241228,0.140250",1824,4000,0.03383224,small,False
train,106,batch_10/000005.jpg,batch_10_000005.jpg,357,1,bottle,"1139.00,3035.00,569.00,222.00","0.780428,0.786500,0.311952,0.055500",1824,4000,0.01731332,small,False
train,106,batch_10/000005.jpg,batch_10_000005.jpg,358,0,bag_wrapper,"405.00,3679.00,239.00,237.00","0.287555,0.949375,0.131031,0.059250",1824,4000,0.00776357,tiny,False
train,106,batch_10/000005.jpg,batch_10_000005.jpg,359,0,bag_wrapper,"2.00,3586.00,99.00,243.00","0.028235,0.926875,0.054276,0.060750",1824,4000,0.00329729,tiny,False
train,106,batch_10/000005.jpg,batch_10_000005.jpg,360,0,bag_wrapper,"256.00,2220.00,432.00,583.00","0.258772,0.627875,0.236842,0.145750",1824,4000,0.03451974,small,False
train,107,batch_10/000006.jpg,batch_10_000006.jpg,363,0,bag_wrapper,"912.00,1235.00,406.00,644.00","0.611294,0.389250,0.222588,0.161000",1824,4000,0.03583662,small,False
train,107,batch_10/000006.jpg,batch_10_000006.jpg,364,0,bag_wrapper,"1144.00,1472.00,335.00,391.00","0.719024,0.416875,0.183662,0.097750",1824,4000,0.01795299,small,False
train,109,batch_10/000008.jpg,batch_10_000008.jpg,369,0,bag_wrapper,"404.00,1894.00,280.00,594.00","0.298246,0.547750,0.153509,0.148500",1824,4000,0.02279605,small,False
train,109,batch_10/000008.jpg,batch_10_000008.jpg,370,0,bag_wrapper,"509.00,894.00,223.00,278.00","0.340186,0.258250,0.122259,0.069500",1824,4000,0.00849698,tiny,False
train,109,batch_10/000008.jpg,batch_10_000008.jpg,371,0,bag_wrapper,"1003.00,-1.00,787.00,411.00","0.765625,0.051250,0.431469,0.102500",1824,4000,0.0442256,small,False
train,110,batch_10/000009.jpg,batch_10_000009.jpg,372,0,bag_wrapper,"2257.00,789.00,132.00,112.00","0.580750,0.463268,0.033000,0.061404",4000,1824,0.00202632,tiny,False
val,111,batch_10/000010.jpg,batch_10_000010.jpg,375,1,bottle,"2859.00,1447.00,80.00,58.00","0.724750,0.809211,0.020000,0.031798",4000,1824,0.00063596,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,376,1,bottle,"827.00,90.00,157.00,426.00","0.226375,0.166118,0.039250,0.233553",4000,1824,0.00916694,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,377,0,bag_wrapper,"837.00,352.00,243.00,202.00","0.239625,0.248355,0.060750,0.110746",4000,1824,0.0067278,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,378,2,bottle_cap,"1388.00,936.00,151.00,77.00","0.365875,0.534265,0.037750,0.042215",4000,1824,0.00159361,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,379,2,bottle_cap,"1589.00,1071.00,171.00,92.00","0.418625,0.612390,0.042750,0.050439",4000,1824,0.00215625,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,380,6,cup,"1903.00,738.00,293.00,526.00","0.512375,0.548794,0.073250,0.288377",4000,1824,0.02112363,small,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,381,6,cup,"1937.00,500.00,232.00,253.00","0.513250,0.343476,0.058000,0.138706",4000,1824,0.00804496,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,382,1,bottle,"2331.00,487.00,217.00,534.00","0.609875,0.413377,0.054250,0.292763",4000,1824,0.0158824,small,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,383,6,cup,"2360.00,426.00,194.00,290.00","0.614250,0.313048,0.048500,0.158991",4000,1824,0.00771107,tiny,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,384,1,bottle,"2585.00,154.00,212.00,722.00","0.672750,0.282346,0.053000,0.395833",4000,1824,0.02097917,small,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,385,1,bottle,"2691.00,567.00,261.00,620.00","0.705375,0.480811,0.065250,0.339912",4000,1824,0.02217928,small,False
train,112,batch_10/000011.jpg,batch_10_000011.jpg,387,0,bag_wrapper,"1408.00,-1.00,369.00,471.00","0.398125,0.128838,0.092250,0.257675",4000,1824,0.02377056,small,False
train,113,batch_10/000012.jpg,batch_10_000012.jpg,390,1,bottle,"1429.50,2413.00,191.00,138.00","0.836075,0.620500,0.104715,0.034500",1824,4000,0.00361266,tiny,False
